x,y,z,label
-0.15966796875,0.108642578125,1.08447265625,0.0
0.072021484375,0.001708984375,1.116943359375,0.0
-0.201904296875,0.244873046875,1.576904296875,0.0
0.05859375,1.15234375,-0.27783203125,1.0
0.03515625,0.01025390625,1.02490234375,0.0
-0.076171875,-0.00244140625,1.03662109375,0.0
0.049072265625,0.9609375,-0.3193359375,1.0
0.920166015625,-0.429443359375,1.06396484375,1.0
0.1318359375,0.859130859375,-0.490478515625,1.0
0.058349609375,-0.000732421875,1.0166015625,0.0
0.312744140625,-0.091552734375,-0.9130859375,1.0
-0.00634765625,0.75244140625,-0.5634765625,1.0
0.665283203125,0.08642578125,0.786865234375,1.0
0.049560546875,1.02978515625,0.29638671875,1.0
0.719482421875,-0.5654296875,0.247802734375,1.0
0.648193359375,0.003173828125,0.2900390625,1.0
-0.0830078125,0.010986328125,0.983154296875,0.0
-0.20947265625,-0.6064453125,0.820068359375,1.0
-0.1865234375,0.114013671875,1.026611328125,1.0
0.0390625,-0.026611328125,1.080322265625,0.0
-0.0830078125,-0.033203125,0.957275390625,0.0
-0.110595703125,-0.038330078125,1.1220703125,0.0
0.060791015625,-0.106201171875,0.600341796875,0.0
-0.256103515625,0.259765625,1.25,1.0
0.15234375,0.055419921875,0.8544921875,0.0
-0.077392578125,0.625732421875,0.077880859375,1.0
0.499755859375,-0.4228515625,-0.9091796875,1.0
0.02734375,-0.4111328125,0.90966796875,1.0
-0.071044921875,0.182861328125,1.1220703125,1.0
0.14306640625,0.088623046875,0.980224609375,0.0
0.127685546875,-0.5927734375,0.601318359375,1.0
0.078857421875,0.03515625,1.0400390625,0.0
0.039794921875,0.028076171875,1.07568359375,0.0
0.4375,-0.174072265625,0.8896484375,1.0
0.326171875,0.10302734375,-0.93115234375,1.0
0.1171875,-0.03857421875,1.027099609375,1.0
0.388671875,0.133056640625,1.329833984375,0.0
0.001708984375,0.017822265625,1.04248046875,0.0
0.17333984375,0.024658203125,1.025634765625,0.0
0.067626953125,-0.02685546875,1.010498046875,0.0
0.171630859375,-0.0048828125,0.933349609375,0.0
0.101806640625,-0.034912109375,0.881103515625,1.0
0.65771484375,-0.291015625,0.599609375,1.0
0.0595703125,0.31494140625,0.944580078125,1.0
0.8466796875,-0.46044921875,-0.766845703125,1.0
-0.140625,-0.595458984375,0.607421875,1.0
0.60595703125,-0.135009765625,-0.94287109375,1.0
0.2158203125,-0.529541015625,-0.88623046875,1.0
0.1982421875,0.971435546875,1.168701171875,1.0
0.0595703125,-0.00146484375,1.029541015625,1.0
0.235595703125,0.84716796875,0.833740234375,1.0
0.055908203125,-0.00048828125,1.021484375,0.0
0.0654296875,0.9150390625,0.662109375,1.0
0.635498046875,-0.513916015625,0.651123046875,1.0
0.67041015625,-0.083740234375,0.6318359375,1.0
0.01123046875,0.02294921875,0.994140625,0.0
1.293212890625,-0.1005859375,0.113525390625,1.0
0.54296875,-0.174560546875,0.80517578125,1.0
-0.24755859375,0.47998046875,1.468505859375,1.0
0.0537109375,-0.004150390625,1.01318359375,1.0
0.007080078125,-0.148681640625,0.69189453125,0.0
0.16943359375,-0.4873046875,0.483154296875,1.0
0.74560546875,0.1220703125,0.12158203125,1.0
0.81298828125,-0.176513671875,0.587158203125,1.0
-0.06005859375,0.014892578125,1.002197265625,0.0
0.026123046875,0.929931640625,-0.430908203125,1.0
0.10498046875,-0.079833984375,0.726806640625,1.0
0.790283203125,-0.437255859375,0.16015625,1.0
0.372802734375,0.083984375,-0.68408203125,1.0
-0.15478515625,-0.62744140625,0.970458984375,1.0
0.167724609375,0.008544921875,0.931884765625,0.0
1.08447265625,-0.35888671875,0.091796875,1.0
0.787841796875,0.276611328125,0.232421875,1.0
0.775634765625,-0.043701171875,-0.87548828125,1.0
0.325439453125,1.204345703125,0.4052734375,1.0
0.1923828125,-0.157470703125,1.452880859375,1.0
0.5986328125,-0.097900390625,0.6142578125,1.0
-0.032958984375,-0.0166015625,1.005126953125,0.0
0.88427734375,-0.162841796875,0.38671875,1.0
0.523681640625,-0.11083984375,0.53271484375,1.0
0.87744140625,-0.490234375,-0.30419921875,1.0
0.57666015625,-0.1767578125,0.523681640625,1.0
0.059814453125,-0.0146484375,1.017578125,0.0
0.0595703125,-0.0029296875,1.020751953125,0.0
0.917236328125,-0.0830078125,-0.1748046875,1.0
0.096923828125,0.284912109375,1.132080078125,1.0
0.009521484375,-0.47802734375,1.043212890625,1.0
0.049072265625,-0.116455078125,0.853515625,0.0
-0.24853515625,-0.099365234375,0.9765625,1.0
-0.112060546875,-0.002685546875,1.84716796875,1.0
0.71728515625,-0.212646484375,0.7646484375,1.0
0.016845703125,0.04736328125,1.04150390625,0.0
-0.01611328125,0.00341796875,1.0,0.0
0.03369140625,0.033935546875,0.7001953125,1.0
-0.03662109375,-0.024658203125,1.023681640625,0.0
-0.044677734375,0.758056640625,-0.49951171875,1.0
0.0595703125,0.0712890625,0.933837890625,1.0
0.66357421875,-0.33203125,0.918701171875,1.0
-0.343017578125,0.712646484375,0.8515625,1.0
-0.03369140625,0.904296875,-0.231201171875,1.0
-0.075927734375,0.512939453125,1.06103515625,1.0
-0.17822265625,0.690185546875,1.044921875,1.0
0.096923828125,0.007080078125,1.03759765625,0.0
0.039306640625,-0.08447265625,1.39794921875,0.0
0.279541015625,-0.816650390625,0.310546875,1.0
0.0556640625,-0.002685546875,1.022705078125,0.0
0.0546875,-0.00048828125,1.019775390625,0.0
0.44970703125,-0.680419921875,0.426025390625,1.0
-0.04638671875,-0.00390625,0.998046875,0.0
0.020263671875,-0.0380859375,0.7734375,0.0
-0.099853515625,0.013671875,0.7958984375,0.0
0.0537109375,-0.00634765625,1.01806640625,0.0
0.00830078125,0.056884765625,1.060546875,0.0
1.14013671875,-0.412109375,-0.059326171875,1.0
1.105224609375,-0.63671875,0.356689453125,1.0
0.27197265625,0.031494140625,0.90576171875,0.0
-0.119873046875,-0.040771484375,1.114501953125,0.0
0.052734375,-0.000244140625,1.020263671875,0.0
0.3857421875,-0.23828125,0.84912109375,1.0
0.31201171875,0.964111328125,0.8125,1.0
0.026123046875,0.315673828125,0.9677734375,1.0
0.05322265625,-0.00146484375,1.029052734375,1.0
0.4560546875,-0.2177734375,1.003173828125,1.0
0.052001953125,0.072509765625,1.042724609375,0.0
0.038818359375,0.00390625,1.0205078125,0.0
-0.220703125,-0.404052734375,0.7822265625,1.0
0.169921875,-0.020263671875,0.875244140625,0.0
0.3212890625,0.28271484375,-0.802490234375,1.0
0.013671875,-0.162841796875,0.983642578125,1.0
0.217529296875,-0.08154296875,1.431640625,0.0
0.9306640625,-0.250244140625,-0.061279296875,1.0
0.279296875,1.156494140625,0.982177734375,1.0
0.366455078125,0.780517578125,-0.0537109375,1.0
0.16064453125,-0.042236328125,0.7763671875,0.0
0.201416015625,-0.9541015625,0.294921875,1.0
0.477783203125,0.001220703125,-0.854248046875,1.0
0.111083984375,-0.0263671875,0.98583984375,1.0
0.5380859375,-0.20703125,-0.615966796875,1.0
0.9072265625,-0.33642578125,-1.192138671875,1.0
0.827392578125,-0.41650390625,0.351806640625,1.0
0.032470703125,0.106689453125,0.99169921875,1.0
0.101806640625,-0.0078125,0.99853515625,0.0
0.590576171875,0.002197265625,0.942138671875,1.0
0.0068359375,-0.0732421875,0.9697265625,0.0
-0.09326171875,0.369873046875,0.946044921875,1.0
0.12255859375,1.16015625,0.235595703125,1.0
0.031494140625,-0.12939453125,1.02001953125,1.0
0.68115234375,0.6328125,-0.454833984375,1.0
-0.207763671875,0.67236328125,-0.702392578125,1.0
0.755615234375,-0.69677734375,-0.10400390625,1.0
0.414306640625,-0.155029296875,0.877685546875,1.0
0.050048828125,-0.014892578125,0.79345703125,0.0
0.2470703125,1.052978515625,0.73388671875,1.0
0.2841796875,-0.24658203125,0.656494140625,1.0
0.064453125,-0.010986328125,1.011962890625,0.0
1.5087890625,-0.061279296875,-0.0458984375,1.0
-0.181884765625,-0.21044921875,0.98193359375,1.0
0.66357421875,-0.04931640625,1.16162109375,1.0
0.17822265625,0.17431640625,1.1611328125,1.0
0.245361328125,-0.828369140625,0.334228515625,1.0
0.303466796875,0.96826171875,0.239501953125,1.0
0.0576171875,-0.4453125,0.544921875,1.0
0.762451171875,-0.166259765625,0.97314453125,1.0
-0.42724609375,-0.202880859375,0.9599609375,1.0
0.18798828125,-0.499267578125,0.89990234375,1.0
0.48388671875,-0.09912109375,-0.033935546875,1.0
0.671630859375,0.086669921875,0.771728515625,1.0
0.072509765625,-0.0078125,1.021484375,0.0
0.099365234375,-0.01171875,1.017578125,0.0
0.161376953125,0.878173828125,-0.2666015625,1.0
0.528076171875,0.141845703125,0.776611328125,1.0
0.030029296875,-0.073974609375,1.0244140625,0.0
0.043701171875,0.016845703125,1.064208984375,0.0
0.3154296875,-0.157470703125,0.7978515625,1.0
